;;2018;2017;2016;2015
3606103001;Vilanova;30.419;29.234;27.498;26.769
3606103002;Vilanova;31.281;30.104;28.679;27.018
3606103003;Vilanova;31.888;30.582;28.726;27.512
25248;Vilanova;39.365;37.128;39.748;35.149
2524801;Vilanova;39.365;37.128;39.748;35.149
2524801001;Vilanova;39.365;37.128;39.748;35.149
25254;Vilanova;38.480;36.205;34.375;33.231
2525401;Vilanova;38.480;36.205;34.375;33.231
2525401001;Vilanova;38.480;36.205;34.375;33.231
25249;Vilanova;41.563;27.383;28.346;27.623
2524901;Vilanova;41.563;27.383;28.346;27.623
2524901001;Vilanova;41.563;27.383;28.346;27.623
25250;Vilanova;38.270;36.748;35.586;34.668
2525001;Vilanova;38.270;36.748;35.586;34.668
2525001001;Vilanova;38.270;36.748;35.586;34.668
43168;Vilanova;26.850;25.783;24.951;25.924
4316801;Vilanova;26.850;25.783;24.951;25.924
4316801001;Vilanova;26.850;25.783;24.951;25.924
8303;Vilanova;38.302;37.198;34.483;33.786
830301;Vilanova;38.302;37.198;34.483;33.786
830301001;Vilanova;38.302;37.198;34.483;33.786
25251;Vilanova;36.382;33.596;32.414;31.448
2525101;Vilanova;36.382;33.596;32.414;31.448
2525101001;Vilanova;36.382;33.596;32.414;31.448
8302;Vilanova;34.106;32.467;31.503;30.386
830201;Vilanova;34.106;32.467;31.503;30.386
830201001;Vilanova;31.390;29.781;29.018;28.552
830201002;Vilanova;34.016;31.855;31.405;30.470
830201003;Vilanova;35.947;33.992;33.081;31.416
830201004;Vilanova;33.046;32.426;31.414;30.113
830201005;Vilanova;33.761;32.794;31.848;30.876
830201006;Vilanova;37.452;35.494;34.100;32.896
830201007;Vilanova;34.526;32.173;30.649;29.296
8902;Vilanova;56.908;54.913;53.508;49.991
890201;Vilanova;56.908;54.913;53.508;49.991
890201001;Vilanova;53.410;52.022;49.817;47.758
890201002;Vilanova;65.104;57.608;57.012;52.157
890201003;Vilanova;55.388; ; ; 
43167;Vilanova;33.788;33.404;32.402;30.860
4316701;Vilanova;33.788;33.404;32.402;30.860
4316701001;Vilanova;33.788;33.404;32.402;30.860
8307;Vilanova;41.724;39.495;38.320;37.249
830701;Vilanova;43.243;40.799;39.810;39.164
830701001;Vilanova;39.933;38.750;37.143;36.739
830701002;Vilanova;44.607;43.860;43.487;47.124
830701003;Vilanova;41.159;38.917;37.926;36.129
830701004;Vilanova;47.707;44.897;43.540;43.088
830701005;Vilanova;41.850;38.331;37.209;34.903
830701006;Vilanova;38.197;35.946;36.075;35.176
830701007;Vilanova;38.301;35.635;34.150;32.926
830701008;Vilanova;41.785;40.288;38.847;38.291
830701009;Vilanova;64.642;57.310;56.418;56.074
830701010;Vilanova;44.961;42.056;41.571;40.578
830701011;Vilanova;39.234;37.885;37.303;36.520
830702;Vilanova;43.151;41.227;39.588;38.286
830702001;Vilanova;52.030;51.419;48.520;46.613
830702002;Vilanova;42.125;39.494;38.186;37.702
830702003;Vilanova;47.784;44.667;43.091;41.496
830702004;Vilanova;37.227;35.299;34.666;33.842
830702005;Vilanova;39.120;36.317;34.353;34.315
830702006;Vilanova;39.468;38.147;36.566;35.527
830702007;Vilanova;34.766;32.747;32.088;30.562
830703;Vilanova;35.458;33.074;32.708;31.359
830703001;Vilanova;35.443;33.726;33.244;31.222
830703002;Vilanova;41.686;38.686;38.625;36.328
830703003;Vilanova;38.215;35.607;35.297;34.354
830703004;Vilanova;34.580;32.207;31.652;30.226
830703005;Vilanova;28.275;26.184;25.968;25.622
830704;Vilanova;41.640;39.459;38.160;36.975
830704001;Vilanova;.;.;.;.
830704002;Vilanova;.;.;.;.
830704003;Vilanova;.;.;.;.
830704004;Vilanova;.;.;.;.
830704005;Vilanova;.;.;.;.
830704006;Vilanova;.;.;.;.
830704007;Vilanova;.;.;.;.
830704008;Vilanova;.;.;.;.
830704009;Vilanova;.;.;.;.
830704010;Vilanova;.;.;.;.
830704011;Vilanova;.;.;.;.
830704012;Vilanova;.;.;.;.
830704013;Vilanova;.;.;.;.
830704014;Vilanova;.;.;.;.
830704015;Vilanova;.;.;.;.
830704016;Vilanova;.;.;.;.
43169;Vilaplana;43.254;41.146;40.247;39.325
4316901;Vilaplana;43.254;41.146;40.247;39.325
4316901001;Vilaplana;43.254;41.146;40.247;39.325
32089;Vilar;27.114;26.341;25.035;24.714
3208901;Vilar;28.586;28.194;25.747;25.217
3208901001;Vilar;28.586;28.194;25.747;25.217
3208902;Vilar;25.877;24.763;24.457;24.298
3208902001;Vilar;25.877;24.763;24.457;24.298
12134;Vilar;23.973;20.651;19.136;20.090
1213401;Vilar;23.973;20.651;19.136;20.090
1213401001;Vilar;23.973;20.651;19.136;20.090
32090;Vilar;25.847;25.698;24.611;24.249
3209001;Vilar;25.847;25.698;24.611;24.249
3209001001;Vilar;25.847;25.698;24.611;24.249
32091;Vilardevós;21.562;20.249;19.621;19.505
3209101;Vilardevós;21.562;20.249;19.621;19.505
3209101001;Vilardevós;24.274;22.455;21.249;20.916
3209101002;Vilardevós;19.754;18.754;18.523;18.570
12135;Vila-real;36.673;34.909;33.690;31.759
1213501;Vila-real;41.227;39.424;38.032;37.781
1213501001;Vila-real;46.286;44.190;42.264;41.488
1213501002;Vila-real; ; ; ;39.266
1213501003;Vila-real;32.728;31.262;30.682;28.967
1213501004;Vila-real;40.469;38.602;37.398;42.210
1213502;Vila-real;37.753;35.825;34.723;32.446
1213502001;Vila-real;44.639;42.712;48.061;40.734
1213502002;Vila-real;32.414;30.276;28.724;27.647
1213502003;Vila-real;30.530;28.800;27.521;26.687
1213502004;Vila-real;29.605;27.666;25.556;24.532
1213502005;Vila-real;32.135;29.076;28.188;25.951
1213502006;Vila-real;28.628;26.839;24.822;23.325
1213502007;Vila-real;31.156;29.740;27.316;27.047
1213502008;Vila-real;38.049;35.764;34.497;32.326
1213502009;Vila-real;33.504;32.180;30.941;29.772
1213502010;Vila-real;51.442;49.684;47.003;45.597
1213502011;Vila-real;44.438;40.154;35.919;33.829
1213502012;Vila-real;38.341;36.326;34.600;32.704
1213502013;Vila-real;31.231;29.547;26.832;25.264
1213502014;Vila-real;43.420;43.328;47.279;41.373
1213502015;Vila-real;41.636;40.896;41.306;37.669
1213502016;Vila-real;38.117;36.204;33.814;32.308
1213503;Vila-real;33.845;32.364;31.705;29.088
1213503001;Vila-real;39.412;37.393;42.934;35.410
1213503003;Vila-real;32.066;30.808;29.762;27.275
1213503004;Vila-real;31.285;29.608;27.406;25.751
1213503005;Vila-real;32.029;31.943;30.265;29.175
1213503006;Vila-real;33.631;32.028;30.297;28.788
1213503007;Vila-real;33.009;31.760;28.965;27.481
1213503008;Vila-real;36.650;34.451;33.699;32.142
1213504;Vila-real;33.997;32.398;30.459;29.112
1213504001;Vila-real;29.673;28.474;27.180;25.107
1213504002;Vila-real;27.720;26.201;24.753;24.167
1213504003;Vila-real;28.862;27.657;25.578;24.533
1213504004;Vila-real;26.548;25.169;23.750;22.854
1213504006;Vila-real;34.106;33.368;32.823;31.479
1213504007;Vila-real;36.897;34.394;32.547;31.469
1213504008;Vila-real;54.491;52.743;48.116;45.835
32092;Vilariño;26.923;25.248;24.403;25.640
3209201;Vilariño;26.923;25.248;24.403;25.640
3209201001;Vilariño;26.923;25.248;24.403;25.640
15091;Vilarmaior;35.479;33.859;33.130;32.687
1509101;Vilarmaior;35.479;33.859;33.130;32.687
1509101001;Vilarmaior;35.479;33.859;33.130;32.687
43170;Vila-rodona;35.530;34.346;31.634;29.986
4317001;Vila-rodona;35.530;34.346;31.634;29.986
4317001001;Vila-rodona;35.530;34.346;31.634;29.986
17230;Vila-sacra;42.649;39.760;39.867;40.065
1723001;Vila-sacra;42.649;39.760;39.867;40.065
1723001001;Vila-sacra;42.649;39.760;39.867;40.065
25252;Vila-sana;41.280;36.406;34.917;33.872
2525201;Vila-sana;41.280;36.406;34.917;33.872
2525201001;Vila-sana;41.280;36.406;34.917;33.872
15090;Vilasantar;29.084;26.777;25.538;24.859
1509001;Vilasantar;29.084;26.777;25.538;24.859
1509001001;Vilasantar;28.949;26.556;25.812;25.561
1509001002;Vilasantar;29.225;27.012;25.243;24.108
43171;Vila-seca;37.129;35.345;34.855;33.334
4317101;Vila-seca;37.129;35.345;34.855;33.334
4317101001;Vila-seca;41.864;40.284;40.083;38.325
4317101002;Vila-seca;40.635;38.154;38.068;37.313
4317101003;Vila-seca;33.435;31.632;31.072;29.282
4317101004;Vila-seca;35.640;34.279;33.978;32.836
4317101005;Vila-seca;35.319;32.809;32.970;31.260
4317101006;Vila-seca;40.621;38.569;37.696;36.416
4317101007;Vila-seca;36.075;34.283;34.385;32.322
4317101008;Vila-seca;25.995;25.081;24.396;23.311
4317101009;Vila-seca;40.805;39.444;37.901;36.969
4317101010;Vila-seca;39.162;36.761;36.775;35.026
4317101011;Vila-seca;46.527;44.506;43.475;41.072
4317101012;Vila-seca;30.119;27.061;25.488;24.676
8214;Vilassar;57.028;53.316;53.501;50.549
821401;Vilassar;57.992;53.328;54.948;50.907
821401001;Vilassar;90.303;80.239;84.308;78.449
821401002;Vilassar;37.897;36.427;33.699;32.251
821401003;Vilassar;39.367;38.334;37.521;35.875
821401004;Vilassar;64.995;58.700;64.696;58.115
821402;Vilassar;55.569;53.297;51.312;49.999
821402001;Vilassar;53.582;50.973;50.021;48.118
821402002;Vilassar;58.910;57.199;53.467;53.042
8219;Vilassar;55.066;53.302;51.550;49.559
821901;Vilassar;54.595;52.832;51.630;49.715
821901001;Vilassar;59.840;55.940;57.111;55.687
821901002;Vilassar;48.977;47.095;44.771;43.004
821901003;Vilassar;47.841;48.337;47.102;46.135
821901004;Vilassar;64.989;62.577;61.688;57.223
821901005;Vilassar;51.624;50.080;48.903;46.948
821901006;Vilassar;57.905;55.062;53.176;52.933
821902;Vilassar;64.416;62.093;58.754;56.219
821902001;Vilassar;56.175;54.452;51.497;49.115
821902002;Vilassar;70.303;65.922;65.145;59.386
821902003;Vilassar;51.818;49.382;51.122;50.725
821902004;Vilassar;64.865;61.007;56.126;54.107
821902005;Vilassar;81.602;82.780;71.256;69.320
821903;Vilassar;43.239;42.257;41.373;40.054
821903001;Vilassar;45.044;43.918;42.577;40.223
821903002;Vilassar;55.844;54.138;54.125;52.360
821903003;Vilassar;39.463;39.019;37.312;37.685
821903004;Vilassar;30.033;29.210;29.063;28.010
17222;Vilaür;52.807;53.007;46.214;40.837
1722201;Vilaür;52.807;53.007;46.214;40.837
1722201001;Vilaür;52.807;53.007;46.214;40.837
12136;Vilavella,;32.997;30.978;29.222;28.771
1213601;Vilavella,;32.906;30.498;28.716;28.184
1213601001;Vilavella,;32.906;30.498;28.716;28.184
1213602;Vilavella,;33.122;31.635;29.916;29.559
1213602001;Vilavella,;33.122;31.635;29.916;29.559
43172;Vilaverd;35.466;33.344;31.421;29.707
4317201;Vilaverd;35.466;33.344;31.421;29.707
4317201001;Vilaverd;35.466;33.344;31.421;29.707
23094;Vilches;26.011;25.051;24.483;22.841
2309401;Vilches;26.011;25.051;24.483;22.841
2309401001;Vilches;25.291;24.756;24.532;23.138
2309401002;Vilches;22.533;20.933;21.932;19.699
2309401003;Vilches;27.182;25.755;24.704;22.460
2309401004;Vilches;27.092;26.380;25.291;24.034
43173;Vilella;31.292;31.033;33.800;32.204
4317301;Vilella;31.292;31.033;33.800;32.204
4317301001;Vilella;31.292;31.033;33.800;32.204
43174;Vilella;27.575;31.773;31.779;29.683
4317401;Vilella;27.575;31.773;31.779;29.683
4317401001;Vilella;27.575;31.773;31.779;29.683
9423;Vileña;.;.;.;.
942301;Vileña;.;.;.;.
942301001;Vileña;.;.;.;.
45186;Villa;23.274;22.115;21.279;20.292
4518601;Villa;25.128;23.741;22.771;21.561
4518601001;Villa;27.340;25.214;23.819;22.394
4518601002;Villa;21.039;20.918;20.781;19.965
4518602;Villa;21.361;20.437;19.718;18.953
4518602001;Villa;22.163;20.796;19.763;19.272
4518602002;Villa;20.202;19.919;19.652;18.505
38053;Villa;31.539;30.721;28.952;27.725
3805301;Villa;31.539;30.721;28.952;27.725
3805301001;Villa;35.775;34.553;31.335;30.515
3805301002;Villa;32.169;31.716;31.852;29.477
3805301003;Villa;33.179;32.242;29.720;29.427
3805301004;Villa;27.754;27.170;25.534;23.977
3805301005;Villa;27.581;26.765;25.526;24.227
18149;Villa;37.726;36.270;35.271;34.441
1814901;Villa;37.726;36.270;35.271;34.441
1814901001;Villa;31.248;30.197;29.691;28.070
1814901002;Villa;33.905;32.044;31.001;30.226
1814901003;Villa;41.962;40.458;40.071;39.509
1814901004;Villa;52.197;50.740;47.257;47.376
2077;Villa;.;.;.;.
207701;Villa;.;.;.;.
207701001;Villa;.;.;.;.
10207;Villa;17.741;16.879;16.663;17.551
1020701;Villa;17.741;16.879;16.663;17.551
1020701001;Villa;17.741;16.879;16.663;17.551
28171;Villa;31.093;29.504;28.492;27.687
2817101;Villa;31.093;29.504;28.492;27.687
2817101001;Villa;34.076;32.117;30.906;29.637
2817101002;Villa;29.602;28.251;26.520;25.638
2817101003;Villa;29.206;27.531;26.739;26.509
2817101004;Villa;31.275;29.858;29.379;28.571
10208;Villa;25.638;23.982;23.576;24.540
1020801;Villa;25.638;23.982;23.576;24.540
1020801001;Villa;25.638;23.982;23.576;24.540
14066;Villa;24.676;23.987;23.106;22.065
1406601;Villa;24.499;23.931;22.953;22.150
1406601001;Villa;25.976;25.009;23.915;23.144
1406601002;Villa;24.553;24.076;22.891;22.092
1406601003;Villa;21.938;21.889;21.475;20.597
1406602;Villa;24.883;24.052;23.286;21.963
1406602001;Villa;32.754;30.735;30.050;26.908
1406602002;Villa;22.818;22.584;21.753;20.460
1406602003;Villa;20.698;19.750;18.961;19.766
47195;Villabáñez;33.422;32.386;32.153;31.406
4719501;Villabáñez;33.422;32.386;32.153;31.406
4719501001;Villabáñez;33.422;32.386;32.153;31.406
47196;Villabaruz;.;.;.;.
4719601;Villabaruz;.;.;.;.
4719601001;Villabaruz;.;.;.;.
34202;Villabasta;.;.;.;.
3420201;Villabasta;.;.;.;.
3420201001;Villabasta;.;.;.;.
21073;Villablanca;23.123;22.052;20.739;20.503
2107301;Villablanca;23.123;22.052;20.739;20.503
2107301001;Villablanca;23.123;22.052;20.739;20.503
24202;Villablino;32.799;32.357;31.722;32.016
2420201;Villablino;33.199;32.746;32.292;32.563
2420201001;Villablino;29.487;28.610;28.013;28.033
2420201002;Villablino;37.522;36.448;35.806;36.376
2420201003;Villablino;35.370;35.130;35.317;36.689
2420201004;Villablino;30.918;30.289;29.848;30.089
2420201005;Villablino;35.299;33.842;33.301;32.939
2420201006;Villablino;32.212;33.058;32.584;32.585
2420202;Villablino;30.848;30.538;29.413;29.567
2420202001;Villablino;30.161;29.479;28.227;28.449
2420202002;Villablino;31.525;31.579;30.625;30.702
2420203;Villablino;33.479;32.906;32.190;32.787
2420203001;Villablino;35.030;33.541;32.979;33.915
2420203002;Villablino;31.467;32.073;31.138;31.289
20075;Villabona;35.493;32.224;32.103; 
2007501;Villabona;35.493;32.224;32.103; 
2007501001;Villabona;39.017;34.493;35.844; 
2007501002;Villabona;29.828;27.429;26.601; 
2007501003;Villabona;37.148;34.622;33.970; 
47197;Villabrágima;31.661;29.909;29.042;28.020
4719701;Villabrágima;31.661;29.909;29.042;28.020
4719701001;Villabrágima;31.661;29.909;29.042;28.020
24203;Villabraz;.;.;21.020;22.172
2420301;Villabraz;.;.;21.020;22.172
2420301001;Villabraz;.;.;21.020;22.172
49238;Villabrázaro;30.542;26.631;24.654;23.806
4923801;Villabrázaro;30.542;26.631;24.654;23.806
4923801001;Villabrázaro;30.542;26.631;24.654;23.806
1057;Villabuena; ; ; ; 
105701;Villabuena; ; ; ; 
105701001;Villabuena; ; ; ; 
49239;Villabuena;22.702;20.833;20.004;19.660
4923901;Villabuena;22.702;20.833;20.004;19.660
4923901001;Villabuena;22.702;20.833;20.004;19.660
45185;Villacañas;26.283;24.742;23.424;22.354
4518501;Villacañas;27.287;25.721;24.526;23.255
4518501001;Villacañas;26.871;26.435;26.094;23.727
4518501002;Villacañas;32.674;31.099;29.773;28.465
4518501003;Villacañas;22.940;21.303;19.661;18.834
4518501004;Villacañas;26.436;24.580;23.490;22.066
4518501005;Villacañas;28.242;26.122;24.729;24.046
4518502;Villacañas;25.090;23.509;21.817;21.019
4518502001;Villacañas;26.209;24.464;23.772;22.522
4518502002;Villacañas;24.492;23.003;20.778;20.205
4518503;Villacañas;24.154;22.776;21.641;20.911
4518503001;Villacañas;24.154;22.776;21.641;20.911
47198;Villacarralón;.;.;.;.
4719801;Villacarralón;.;.;.;.
4719801001;Villacarralón;.;.;.;.
39098;Villacarriedo;31.633;29.939;28.864;27.910
3909801;Villacarriedo;31.633;29.939;28.864;27.910
3909801001;Villacarriedo;31.633;29.939;28.864;27.910
23095;Villacarrillo;23.867;24.054;23.605;21.397
2309501;Villacarrillo;27.595;28.197;27.536;23.380
2309501001;Villacarrillo;22.070;21.066;20.444;19.090
2309501002;Villacarrillo;31.275;33.120;32.477;26.374
2309502;Villacarrillo;25.321;25.721;25.288;23.345
2309502001;Villacarrillo;24.600;26.141;25.242;24.137
2309502002;Villacarrillo;25.353;25.981;25.939;23.306
2309502003;Villacarrillo;25.848;25.142;24.646;22.775
2309503;Villacarrillo;20.785;20.490;20.310;19.031
2309503001;Villacarrillo;21.637;21.156;21.554;19.808
2309503002;Villacarrillo;20.057;19.925;19.278;18.380
2309504;Villacarrillo;19.287;18.985;18.498;16.546
2309504001;Villacarrillo;19.287;18.985;18.498;16.546
2309504002;Villacarrillo; ; ; ; 
40225;Villacastín;27.943;26.612;26.482;25.892
4022501;Villacastín;27.943;26.612;26.482;25.892
4022501001;Villacastín;27.943;26.612;26.482;25.892
47199;Villacid;.;.;.;.
4719901;Villacid;.;.;.;.
4719901001;Villacid;.;.;.;.
34204;Villacidaler;.;.;.;.
3420401;Villacidaler;.;.;.;.
3420401001;Villacidaler;.;.;.;.
42205;Villaciervos;.;.;.;.
4220501;Villaciervos;.;.;.;.
4220501001;Villaciervos;.;.;.;.
47200;Villaco;.;.;.;.
4720001;Villaco;.;.;.;.
4720001001;Villaco;.;.;.;.
34205;Villaconancio;.;.;.;.
3420501;Villaconancio;.;.;.;.
3420501001;Villaconancio;.;.;.;.
28170;Villaconejos;28.435;26.779;25.634;23.772
2817001;Villaconejos;28.435;26.779;25.634;23.772
2817001001;Villaconejos;28.583;26.546;25.344;23.204
2817001002;Villaconejos;28.235;27.092;26.032;24.554
16242;Villaconejos;21.444;21.983;21.479;19.423
1624201;Villaconejos;21.444;21.983;21.479;19.423
1624201001;Villaconejos;21.444;21.983;21.479;19.423
34206;Villada;28.489;27.168;26.610;25.873
3420601;Villada;28.489;27.168;26.610;25.873
3420601001;Villada;28.489;27.168;26.610;25.873
24205;Villadangos;36.798;32.793;31.938;31.143
2420501;Villadangos;36.798;32.793;31.938;31.143
2420501001;Villadangos;36.798;32.793;31.938;31.143
24207;Villademor;26.461;24.052;23.780;25.114
2420701;Villademor;26.461;24.052;23.780;25.114
2420701001;Villademor;26.461;24.052;23.780;25.114
49240;Villadepera;24.616;23.216;23.120;22.710
4924001;Villadepera;24.616;23.216;23.120;22.710
4924001001;Villadepera;24.616;23.216;23.120;22.710
9427;Villadiego;32.155;30.847;30.193;30.190
942701;Villadiego;32.155;30.847;30.193;30.190
942701001;Villadiego;33.504;33.029;31.383;32.122
942701002;Villadiego;30.660;28.464;28.886;28.051
50283;Villadoz;.;.;.;.
5028301;Villadoz;.;.;.;.
5028301001;Villadoz;.;.;.;.
34208;Villaeles;.;.;.;.
3420801;Villaeles;.;.;.;.
3420801001;Villaeles;.;.;.;.
49241;Villaescusa;23.493;21.619;21.536;21.491
4924101;Villaescusa;23.493;21.619;21.536;21.491
4924101001;Villaescusa;23.493;21.619;21.536;21.491
39099;Villaescusa;46.539;40.066;37.222;36.119
3909901;Villaescusa;46.539;40.066;37.222;36.119
3909901001;Villaescusa;54.485;41.023;38.115;36.890
3909901002;Villaescusa;41.702;39.490;36.678;35.649
16243;Villaescusa;24.449;23.843;24.280;22.991
1624301;Villaescusa;24.449;23.843;24.280;22.991
1624301001;Villaescusa;24.449;23.843;24.280;22.991
9428;Villaescusa;25.602;23.591;27.442;23.741
942801;Villaescusa;25.602;23.591;27.442;23.741
942801001;Villaescusa;25.602;23.591;27.442;23.741
9429;Villaescusa;.;.;.;.
942901;Villaescusa;.;.;.;.
942901001;Villaescusa;.;.;.;.
9430;Villaespasa;.;.;.;.
943001;Villaespasa;.;.;.;.
943001001;Villaespasa;.;.;.;.
49242;Villafáfila;23.038;22.593;21.321;21.391
4924201;Villafáfila;23.038;22.593;21.321;21.391
4924201001;Villafáfila;23.038;22.593;21.321;21.391
50284;Villafeliche;25.493;24.256;22.421;23.163
5028401;Villafeliche;25.493;24.256;22.421;23.163
5028401001;Villafeliche;25.493;24.256;22.421;23.163
49243;Villaferrueña;22.226;20.668;20.354;19.368
4924301;Villaferrueña;22.226;20.668;20.354;19.368
4924301001;Villaferrueña;22.226;20.668;20.354;19.368
5256;Villaflor;29.017;27.598;25.741;24.613
525601;Villaflor;29.017;27.598;25.741;24.613
525601001;Villaflor;29.017;27.598;25.741;24.613
37351;Villaflores;24.017;21.745;21.498;20.233
3735101;Villaflores;24.017;21.745;21.498;20.233
3735101001;Villaflores;24.017;21.745;21.498;20.233
47203;Villafrades;.;.;.;.
4720301;Villafrades;.;.;.;.
4720301001;Villafrades;.;.;.;.
31254;Villafranca; ; ; ; 
3125401;Villafranca; ; ; ; 
3125401001;Villafranca; ; ; ; 
3125402;Villafranca; ; ; ; 
3125402001;Villafranca; ; ; ; 
14067;Villafranca;27.255;25.811;24.420;24.189
1406701;Villafranca;27.040;25.881;24.624;24.421
1406701001;Villafranca;26.039;24.444;23.304;22.942
1406701002;Villafranca;27.835;27.058;25.738;25.688
1406702;Villafranca;27.654;25.683;24.052;23.775
1406702001;Villafranca;27.654;25.683;24.052;23.775
47204;Villafranca;21.117;20.611;19.456;18.676
4720401;Villafranca;21.117;20.611;19.456;18.676
4720401001;Villafranca;21.117;20.611;19.456;18.676
50285;Villafranca;35.745;34.863;34.386;33.480
5028501;Villafranca;35.745;34.863;34.386;33.480
5028501001;Villafranca;35.745;34.863;34.386;33.480
5257;Villafranca;27.734;23.801;21.071;19.789
525701;Villafranca;27.734;23.801;21.071;19.789
525701001;Villafranca;27.734;23.801;21.071;19.789
6149;Villafranca;26.970;25.227;24.537;23.561
614901;Villafranca;31.778;29.709;29.265;28.461
614901001;Villafranca;31.507;28.971;28.881;28.636
614901002;Villafranca;32.227;30.917;29.901;28.178
614902;Villafranca;27.678;25.914;25.014;24.006
614902001;Villafranca;24.204;22.977;21.837;21.485
614902002;Villafranca;30.520;28.552;27.309;26.252
614902003;Villafranca;24.900;23.022;23.206;21.636
614903;Villafranca;23.268;21.943;21.430;20.530
614903001;Villafranca;23.396;21.304;21.057;20.690
614903002;Villafranca;23.216;22.493;22.182;20.881
614903003;Villafranca;23.245;21.693;20.757;19.976
614904;Villafranca;26.888;24.884;24.015;22.793
614904001;Villafranca;27.415;26.266;25.375;24.197
614904002;Villafranca;26.533;23.953;23.096;21.809
45187;Villafranca;26.318;25.065;23.696;23.112
4518701;Villafranca;26.322;25.171;23.746;23.158
4518701001;Villafranca;24.903;23.417;22.261;21.333
4518701002;Villafranca;26.468;25.433;24.276;23.625
4518701003;Villafranca;28.119;27.255;24.984;25.023
4518702;Villafranca;26.304;24.714;23.531;22.955
4518702001;Villafranca;26.304;24.714;23.531;22.955
24209;Villafranca;26.382;25.324;24.186;23.709
2420901;Villafranca;26.382;25.324;24.186;23.709
2420901001;Villafranca;27.341;25.852;24.868;24.325
2420901002;Villafranca;25.852;27.245;26.086;25.465
2420901003;Villafranca; ;20.840;19.583;19.698
44251;Villafranca;26.795;24.187;24.569;22.081
4425101;Villafranca;26.795;24.187;24.569;22.081
4425101001;Villafranca;26.795;24.187;24.569;22.081
9431;Villafranca;35.988;36.114;33.214;32.970
943101;Villafranca;35.988;36.114;33.214;32.970
943101001;Villafranca;35.988;36.114;33.214;32.970
47205;Villafrechós;28.621;27.165;27.339;26.160
4720501;Villafrechós;28.621;27.165;27.339;26.160
4720501001;Villafrechós;28.621;27.165;27.339;26.160
9432;Villafruela;19.451;20.433;23.724;23.975
943201;Villafruela;19.451;20.433;23.724;23.975
943201001;Villafruela;19.451;20.433;23.724;23.975
47206;Villafuerte;.;.;.;.
4720601;Villafuerte;.;.;.;.
4720601001;Villafuerte;.;.;.;.
39100;Villafufre;30.427;29.906;28.979;27.899
3910001;Villafufre;30.427;29.906;28.979;27.899
3910001001;Villafufre;30.427;29.906;28.979;27.899
9433;Villagalijo;.;.;.;.
943301;Villagalijo;.;.;.;.
943301001;Villagalijo;.;.;.;.
47207;Villagarcía;29.720;28.766;28.008;27.728
4720701;Villagarcía;29.720;28.766;28.008;27.728
4720701001;Villagarcía;29.720;28.766;28.008;27.728
6150;Villagarcía;19.602;19.102;17.835;18.134
615001;Villagarcía;19.602;19.102;17.835;18.134
615001001;Villagarcía;19.602;19.102;17.835;18.134
16244;Villagarcía;21.277;18.736;19.292;17.383
1624401;Villagarcía;21.277;18.736;19.292;17.383
1624401001;Villagarcía;21.277;18.736;19.292;17.383
24210;Villagatón;33.495;32.371;31.309;30.629
2421001;Villagatón;33.495;32.371;31.309;30.629
2421001001;Villagatón;33.495;32.371;31.309;30.629
49244;Villageriz;.;.;.;.
4924401;Villageriz;.;.;.;.
4924401001;Villageriz;.;.;.;.
47208;Villagómez;.;.;.;.
4720801;Villagómez;.;.;.;.
4720801001;Villagómez;.;.;.;.
6151;Villagonzalo;22.123;20.553;20.391;20.584
615101;Villagonzalo;22.123;20.553;20.391;20.584
615101001;Villagonzalo;22.123;20.553;20.391;20.584
37352;Villagonzalo;30.085;26.817;26.426;27.238
3735201;Villagonzalo;30.085;26.817;26.426;27.238
3735201001;Villagonzalo;30.085;26.817;26.426;27.238
9434;Villagonzalo;43.162;40.697;39.739;37.975
943401;Villagonzalo;43.162;40.697;39.739;37.975
943401001;Villagonzalo;43.162;40.697;39.739;37.975
34210;Villahán;54.781;.;50.380;42.663
3421001;Villahán;54.781;.;50.380;42.663
3421001001;Villahán;54.781;.;50.380;42.663
14068;Villaharta;24.400;24.735;23.684;23.747
1406801;Villaharta;24.400;24.735;23.684;23.747
1406801001;Villaharta;24.400;24.735;23.684;23.747
13089;Villahermosa;22.251;20.884;20.000;20.007
1308901;Villahermosa;22.251;20.884;20.000;20.007
1308901001;Villahermosa;20.684;19.537;19.076;18.537
1308901002;Villahermosa;23.826;22.428;21.127;21.369
1308901003;Villahermosa;22.249;20.679;19.837;20.138
44252;Villahermosa;.;.;.;.
4425201;Villahermosa;.;.;.;.
4425201001;Villahermosa;.;.;.;.
12130;Villahermosa;30.260;28.479;27.032;25.562
1213001;Villahermosa;30.260;28.479;27.032;25.562
1213001001;Villahermosa;30.260;28.479;27.032;25.562
34211;Villaherreros;28.698;25.847;25.833;27.802
3421101;Villaherreros;28.698;25.847;25.833;27.802
3421101001;Villaherreros;28.698;25.847;25.833;27.802
9437;Villahoz;34.435;33.585;32.719;33.567
943701;Villahoz;34.435;33.585;32.719;33.567
943701001;Villahoz;34.435;33.585;32.719;33.567
3139;Villajoyosa/Vila;29.763;27.926;26.583;25.830
313901;Villajoyosa/Vila;31.881;29.792;28.414;27.760
313901001;Villajoyosa/Vila;32.515;30.389;29.680;28.264
313901002;Villajoyosa/Vila;44.467;41.459;39.641;39.649
313901003;Villajoyosa/Vila;32.244;29.941;27.530;27.786
313901004;Villajoyosa/Vila;27.260;25.771;24.655;23.555
313901005;Villajoyosa/Vila;26.605;26.048;24.919;23.549
