;;2018;2017;2016;2015
301403036;Alicante/Alacant;49.533;49.408;45.560;42.389
301403037;Alicante/Alacant;44.218;42.395;42.212;41.480
301403038;Alicante/Alacant;37.908;36.996;35.365;34.275
301403039;Alicante/Alacant;41.155;38.517;38.441;37.120
301403040;Alicante/Alacant;34.636;33.363;32.886;32.211
301404;Alicante/Alacant;41.341;40.005;38.518;37.108
301404001;Alicante/Alacant;13.392;12.837;12.230;12.153
301404002;Alicante/Alacant;43.603;42.314;40.905;39.178
301404003;Alicante/Alacant;52.902;52.612;52.266;51.934
301404004;Alicante/Alacant;13.392;12.837;12.230;12.153
301404005;Alicante/Alacant;37.289;35.131;34.050;32.972
301404006;Alicante/Alacant;13.392;12.837;12.230;12.153
301404007;Alicante/Alacant;17.540;16.839;16.650;16.090
301404008;Alicante/Alacant;15.819;15.131;13.954;13.545
301404009;Alicante/Alacant;13.392;12.837;12.230;12.153
301404010;Alicante/Alacant;13.392;12.837;12.230;12.153
301404012;Alicante/Alacant;13.392;12.935;12.230;12.153
301404013;Alicante/Alacant;13.793;13.868;15.852;12.295
301404014;Alicante/Alacant;18.188;17.569;16.382;15.747
301404015;Alicante/Alacant;18.238;18.294;17.477;18.283
301404016;Alicante/Alacant;68.704;67.496;66.292;64.532
301404017;Alicante/Alacant;50.179;46.841;46.160;42.901
301404018;Alicante/Alacant;33.139;32.109;30.581;30.199
301404019;Alicante/Alacant;49.819;48.256;45.968;45.062
301404020;Alicante/Alacant;51.065;45.844;43.962;42.659
301404021;Alicante/Alacant;49.417;47.554;47.978;46.037
301404022;Alicante/Alacant;41.159;38.240;36.494;35.259
301404023;Alicante/Alacant;28.983;27.427;26.111;25.214
301404024;Alicante/Alacant;24.845;23.459;22.273;21.723
301404025;Alicante/Alacant;19.351;18.786;17.592;16.892
301404026;Alicante/Alacant;82.776;84.558;80.488;73.376
301404027;Alicante/Alacant;52.070;51.112;49.391;48.232
301404028;Alicante/Alacant;43.246;41.500;41.664;38.411
301404029;Alicante/Alacant;24.286;23.269;22.649;21.791
301404030;Alicante/Alacant;29.090;27.682;26.708;26.242
301404031;Alicante/Alacant;37.023;36.484;34.365;34.347
301404032;Alicante/Alacant;55.057;54.848;54.465;52.046
301404033;Alicante/Alacant;47.282;45.625;44.692;45.540
301404034;Alicante/Alacant;56.075;58.472;54.175;54.192
301404035;Alicante/Alacant;36.251;33.969;33.116;31.876
301404036;Alicante/Alacant;40.116;37.332;36.052;34.836
301404037;Alicante/Alacant;78.912;78.286;76.955;67.886
301404038;Alicante/Alacant;37.689;37.812;35.707;34.427
301404039;Alicante/Alacant;41.611;39.991;39.346;39.309
301404040;Alicante/Alacant;50.906;50.089;48.481;46.741
301404041;Alicante/Alacant;41.492;42.734;38.717;37.721
301404042;Alicante/Alacant;50.185;48.073;44.924;44.361
301404043;Alicante/Alacant;59.975;57.558;54.102;51.874
301404044;Alicante/Alacant;65.705;58.214;58.155;58.711
301404045;Alicante/Alacant;62.656;61.698;59.121;57.629
301404046;Alicante/Alacant;73.055;70.434;67.562;63.888
301405;Alicante/Alacant;25.888;24.951;24.013;23.368
301405001;Alicante/Alacant;29.481;28.013;27.419;25.559
301405002;Alicante/Alacant;25.259;24.887;24.208;24.760
301405003;Alicante/Alacant;30.828;29.706;27.863;28.211
301405004;Alicante/Alacant;30.569;28.297;27.884;26.686
301405005;Alicante/Alacant;19.772;18.973;18.327;18.166
301405006;Alicante/Alacant;31.778;29.723;29.026;28.290
301405007;Alicante/Alacant;29.879;28.718;27.731;26.746
301405008;Alicante/Alacant;23.421;23.313;21.936;20.850
301405009;Alicante/Alacant;36.073;36.899;33.817;34.413
301405010;Alicante/Alacant;15.761;15.267;15.412;14.335
301405011;Alicante/Alacant;33.336;30.981; ; 
301405012;Alicante/Alacant;17.256;15.669;15.682;15.840
301405014;Alicante/Alacant;14.885;15.166;14.944;14.746
301405015;Alicante/Alacant; ;14.256;13.610;13.494
301405016;Alicante/Alacant;15.627;15.040;14.344;14.052
301405017;Alicante/Alacant;17.993;17.295;17.146;15.851
301405018;Alicante/Alacant;27.681;26.582;26.093;24.958
301405019;Alicante/Alacant;20.649;20.120;19.216;18.965
301405020;Alicante/Alacant;16.291;15.250;14.739;14.372
301405022;Alicante/Alacant;27.938;26.779;26.465;26.395
301405023;Alicante/Alacant;34.483;33.636;32.005;30.495
301405024;Alicante/Alacant;30.626;29.867;28.150;26.626
301405025;Alicante/Alacant;32.288;30.424;30.031;28.404
301405026;Alicante/Alacant;30.889;30.134;28.209;27.644
301406;Alicante/Alacant;34.972;33.547;32.725;31.536
301406001;Alicante/Alacant;31.625;30.548;28.487;28.368
301406002;Alicante/Alacant;44.410;42.542;43.333;42.609
301406003;Alicante/Alacant;27.215;26.636;26.397;26.157
301406004;Alicante/Alacant;27.799;26.599;25.312;24.655
301406005;Alicante/Alacant;30.561;29.118;27.783;28.002
301406006;Alicante/Alacant;28.845;29.975;30.002;28.825
301406007;Alicante/Alacant;22.025;21.078;20.122;18.574
301406008;Alicante/Alacant;34.378;33.133;34.266;32.602
301406009;Alicante/Alacant;34.679;34.117;31.804;31.495
301406010;Alicante/Alacant;41.148;38.400;39.148;36.982
301406011;Alicante/Alacant;44.285;45.175;44.261;43.686
301406012;Alicante/Alacant;27.262;26.494;25.474;24.886
301406013;Alicante/Alacant;24.089;23.172;22.731;22.187
301406014;Alicante/Alacant;22.554;21.356;20.810;19.981
301406015;Alicante/Alacant;23.819;22.231;22.400;21.208
301406016;Alicante/Alacant;27.538;26.288;24.638;24.062
301406017;Alicante/Alacant;26.991;25.732;24.554;23.484
301406018;Alicante/Alacant;32.474;31.000;26.208;25.539
301406019;Alicante/Alacant;28.510;26.855;26.085;25.465
301406020;Alicante/Alacant;39.417;37.561;37.131;35.427
301406021;Alicante/Alacant;25.670;24.326;23.956;23.299
301406022;Alicante/Alacant;19.888;18.861;23.058;21.672
301406023;Alicante/Alacant;57.372;54.161;53.397;49.881
301406024;Alicante/Alacant;35.455;33.952;32.723;31.555
301406025;Alicante/Alacant;51.839;49.344;47.298;45.365
301406026;Alicante/Alacant;31.956;30.841;30.158;29.477
301406027;Alicante/Alacant;33.164;32.353;31.550;29.885
301406028;Alicante/Alacant;24.831;24.339;24.132;23.921
301406029;Alicante/Alacant;47.118;45.757;45.303;42.028
301406030;Alicante/Alacant;47.908;45.044;45.169;43.291
301406031;Alicante/Alacant;44.161;41.007;40.129;39.090
301406032;Alicante/Alacant;42.321;41.435;40.013;38.631
301406033;Alicante/Alacant;46.979;45.065; ; 
301406034;Alicante/Alacant;47.896;45.033;43.704;41.078
301407;Alicante/Alacant;27.933;27.204;26.497;25.835
301407001;Alicante/Alacant;31.963;30.833;30.708;30.512
301407002;Alicante/Alacant;23.896;22.690;22.629;22.074
301407003;Alicante/Alacant;28.031;28.040;26.732;25.438
301407004;Alicante/Alacant;34.569;33.745;34.392;31.993
301407005;Alicante/Alacant;26.875;26.353;26.092;25.359
301407006;Alicante/Alacant;26.631;26.312;25.393;24.203
301407007;Alicante/Alacant;26.387;25.730;24.841;24.842
301407008;Alicante/Alacant;23.863;23.564;22.643;22.053
301407009;Alicante/Alacant;37.806;37.225;35.711;34.594
301407010;Alicante/Alacant;26.260;24.973;24.791;24.056
301407011;Alicante/Alacant;29.527;28.695;27.463;26.404
301407012;Alicante/Alacant;25.998;25.794;25.065;24.971
301407013;Alicante/Alacant;27.604;26.014;25.398;24.390
301407014;Alicante/Alacant;20.971;20.709;20.220;19.955
301407016;Alicante/Alacant;21.506;20.986;19.911;19.237
301407017;Alicante/Alacant;26.932;26.107;24.863;23.968
301407018;Alicante/Alacant;28.921;29.142;27.856;27.269
301407019;Alicante/Alacant;32.007;30.989;31.196;30.254
301407020;Alicante/Alacant;38.311;36.320;35.034;33.121
301407022;Alicante/Alacant;31.797;29.344;30.291;29.916
301407024;Alicante/Alacant;26.544;25.883;24.517;24.528
301407025;Alicante/Alacant;33.557;32.511;32.653;33.006
301407026;Alicante/Alacant;21.491;20.713;19.702;19.903
301407027;Alicante/Alacant;26.006;25.983;24.405;23.891
301408;Alicante/Alacant;36.748;35.347;34.640;33.657
301408001;Alicante/Alacant;60.704;57.687;57.318;55.060
301408002;Alicante/Alacant;45.666;45.442;47.594;45.503
301408003;Alicante/Alacant;34.495;33.586;31.905;31.980
301408004;Alicante/Alacant;33.309;32.180;32.820;32.091
301408005;Alicante/Alacant;35.040;33.513;32.643;33.282
301408006;Alicante/Alacant;23.711;22.980;23.091;21.395
301408007;Alicante/Alacant;33.101;32.134;31.079;30.869
301408008;Alicante/Alacant;20.197;18.561;17.902;16.587
301408009;Alicante/Alacant;37.919;37.449;36.284;36.411
301408010;Alicante/Alacant;41.841;39.761;38.241;36.925
301408011;Alicante/Alacant;41.366;39.234;38.151;36.512
301408012;Alicante/Alacant;38.913;37.845;35.744;34.206
301408013;Alicante/Alacant;27.465;26.442;25.678;25.511
301408014;Alicante/Alacant;31.826;31.371;31.724;30.787
301408015;Alicante/Alacant;32.859;31.590;29.923;29.601
301408016;Alicante/Alacant;30.537;29.169;27.586;26.701
301408017;Alicante/Alacant;35.149;34.274;32.947;33.928
301408018;Alicante/Alacant;45.961;45.600;44.979;43.658
301408019;Alicante/Alacant;45.239;43.833;43.544;41.611
301408021;Alicante/Alacant;26.238;25.501;25.768;25.014
301408022;Alicante/Alacant;28.705;28.443;27.355;26.664
301408023;Alicante/Alacant;30.580;28.838;27.769;26.624
301408024;Alicante/Alacant;35.783;33.979;32.891;31.369
301408025;Alicante/Alacant;43.937;40.355;40.186;39.745
301408026;Alicante/Alacant;45.628;43.381;42.438;42.487
301408027;Alicante/Alacant;46.079;43.907;43.093;41.044
301408028;Alicante/Alacant;37.463;35.878;35.877;33.404
301408029;Alicante/Alacant;28.675;26.979;27.508;26.417
4012;Alicún;21.500;19.907;19.589;20.468
401201;Alicún;21.500;19.907;19.589;20.468
401201001;Alicún;21.500;19.907;19.589;20.468
18015;Alicún;21.222;20.535;19.347;18.795
1801501;Alicún;21.222;20.535;19.347;18.795
1801501001;Alicún;21.222;20.535;19.347;18.795
24003;Alija;23.925;23.163;23.265;23.045
2400301;Alija;23.925;23.163;23.265;23.045
2400301001;Alija;23.925;23.163;23.265;23.045
25017;Alins;34.403;24.031;23.352;23.146
2501701;Alins;34.403;24.031;23.352;23.146
2501701001;Alins;34.403;24.031;23.352;23.146
43010;Alió;37.959;35.698;32.422;33.549
4301001;Alió;37.959;35.698;32.422;33.549
4301001001;Alió;37.959;35.698;32.422;33.549
19019;Alique;.;.;.;.
1901901;Alique;.;.;.;.
1901901001;Alique;.;.;.;.
10018;Aliseda;20.000;18.780;18.162;17.955
1001801;Aliseda;19.668;18.629;18.223;18.105
1001801001;Aliseda;19.668;18.629;18.223;18.105
1001802;Aliseda;20.338;18.937;18.100;17.803
1001802001;Aliseda;20.338;18.937;18.100;17.803
42016;Aliud;.;.;.;.
4201601;Aliud;.;.;.;.
4201601001;Aliud;.;.;.;.
21002;Aljaraque;43.232;41.014;40.288;39.384
2100201;Aljaraque;34.376;32.425;31.462;30.817
2100201001;Aljaraque;29.822;28.269;27.449;28.075
2100201002;Aljaraque;25.031;23.143;21.837;21.515
2100201003;Aljaraque;35.246;33.218;32.698;31.778
2100201004;Aljaraque;37.471;35.159;33.836;32.962
2100201005;Aljaraque;40.518;38.962;38.315;37.370
2100201006;Aljaraque;39.928;37.246;36.457;34.844
2100202;Aljaraque;53.515;51.150;50.868;49.697
2100202001;Aljaraque;45.686;43.176;41.991;40.702
2100202002;Aljaraque;52.716;51.932;53.706;50.885
2100202003;Aljaraque;64.999;63.929;62.956;64.954
2100202004;Aljaraque;77.787;73.576;74.439;70.796
2100202005;Aljaraque;33.512;31.843;30.221;30.221
6009;Aljucén;25.109;24.280;21.953;24.639
600901;Aljucén;25.109;24.280;21.953;24.639
600901001;Aljucén;25.109;24.280;21.953;24.639
20006;Alkiza;43.784;41.183;42.607; 
2000601;Alkiza;43.784;41.183;42.607; 
2000601001;Alkiza;43.784;41.183;42.607; 
33001;Allande;27.206;24.573;23.952;23.834
3300101;Allande;27.206;24.573;23.952;23.834
3300101001;Allande;26.168;22.990;22.612;22.488
3300101002;Allande;29.807;28.814;27.387;27.304
32001;Allariz;30.613;29.472;28.397;27.780
3200101;Allariz;31.633;30.321;29.346;28.673
3200101001;Allariz;30.693;29.304;28.252;28.095
3200101002;Allariz;26.128;25.250;23.499;23.795
3200101003;Allariz;34.790;33.412;33.109;31.689
3200102;Allariz;26.642;26.220;24.918;24.458
3200102001;Allariz;26.642;26.220;24.918;24.458
44021;Allepuz;31.150;29.872;31.308;28.373
4402101;Allepuz;31.150;29.872;31.308;28.373
4402101001;Allepuz;31.150;29.872;31.308;28.373
33002;Aller;33.188;32.634;32.140;32.080
3300201;Aller;34.030;33.888;33.352;33.162
3300201001;Aller;36.510;35.978;35.152;34.743
3300201002;Aller;35.983;36.588;36.433;36.380
3300201003;Aller;30.005;29.999;29.670;29.715
3300202;Aller;34.422;33.969;33.190;32.961
3300202001;Aller;35.036;33.480;32.618;32.233
3300202002;Aller;33.775;34.488;33.818;33.755
3300203;Aller;32.545;31.800;31.391;31.428
3300203001;Aller;30.621;29.855;29.973;30.013
3300203002;Aller;36.627;35.730;35.116;35.443
3300203003;Aller;31.970;31.900;30.344;30.492
3300203004;Aller;32.464;31.196;31.399;31.126
3300203006;Aller;29.273;28.720;27.886;27.759
3300203007;Aller; ; ;29.730;29.733
31011;Allín/Allin; ; ; ; 
3101101;Allín/Allin; ; ; ; 
3101101001;Allín/Allin; ; ; ; 
31012;Allo; ; ; ; 
3101201;Allo; ; ; ; 
3101201001;Allo; ; ; ; 
44022;Alloza;31.844;27.936;28.325;27.625
4402201;Alloza;31.844;27.936;28.325;27.625
4402201001;Alloza;31.844;27.936;28.325;27.625
44023;Allueva;.;.;.;.
4402301;Allueva;.;.;.;.
4402301001;Allueva;.;.;.;.
25019;Almacelles;35.317;33.782;32.030;31.992
2501901;Almacelles;35.717;34.759;32.713;32.592
2501901001;Almacelles;40.627;40.084;37.520;37.002
2501901002;Almacelles;32.918;31.782;30.102;30.119
2501902;Almacelles;34.945;32.863;31.381;31.415
2501902001;Almacelles;32.742;30.187;28.762;29.459
2501902002;Almacelles;36.615;34.880;33.389;32.883
29009;Almáchar;19.698;18.694;18.336;17.851
2900901;Almáchar;19.698;18.694;18.336;17.851
2900901001;Almáchar;19.698;18.694;18.336;17.851
13011;Almadén;25.305;24.099;23.583;23.141
1301101;Almadén;25.738;25.068;24.658;24.251
1301101001;Almadén;28.105;28.787;27.353;28.034
1301101002;Almadén;20.917;19.284;18.888;18.320
1301101004;Almadén;28.121;26.910;27.291;25.990
1301102;Almadén;23.799;23.636;23.780;24.116
1301102001;Almadén;23.799;23.636;23.780;24.116
1301103;Almadén;25.528;24.053;22.989;22.475
1301103001;Almadén;26.381;26.269;25.184;24.536
1301103002;Almadén;24.703;22.119;21.116;20.688
1301104;Almadén;25.334;22.820;22.098;21.043
1301104001;Almadén;26.775;24.151;22.915;22.726
1301104002;Almadén;23.821;21.636;21.341;19.469
41009;Almadén;21.548;20.060;19.515;19.885
4100901;Almadén;21.548;20.060;19.515;19.885
4100901001;Almadén;21.155;20.137;19.273;20.418
4100901002;Almadén;21.861;19.997;19.715;19.441
13012;Almadenejos;21.573;21.005;20.664;20.013
1301201;Almadenejos;21.573;21.005;20.664;20.013
1301201001;Almadenejos;21.573;21.005;20.664;20.013
19020;Almadrones;.;.;.;.
1902001;Almadrones;.;.;.;.
1902001001;Almadrones;.;.;.;.
13013;Almagro;29.860;28.035;27.019;25.754
1301301;Almagro;28.234;27.107;26.230;25.151
1301301001;Almagro;31.671;30.605;30.150;28.404
1301301002;Almagro;28.049;26.715;25.812;24.079
1301301003;Almagro;27.655;26.631;25.696;25.066
1301301004;Almagro;26.643;25.655;24.609;23.934
1301302;Almagro;31.514;29.133;27.947;26.463
1301302001;Almagro;37.902;33.774;32.230;29.300
1301302002;Almagro;28.237;26.719;25.785;24.205
1301302003;Almagro;31.250;29.890;28.550;27.780
42017;Almajano;34.753;35.217;31.250;31.495
4201701;Almajano;34.753;35.217;31.250;31.495
4201701001;Almajano;34.753;35.217;31.250;31.495
42018;Almaluez;27.317;22.415;21.783;22.771
4201801;Almaluez;27.317;22.415;21.783;22.771
4201801001;Almaluez;27.317;22.415;21.783;22.771
2009;Almansa;30.939;29.731;28.889;27.600
200901;Almansa;28.495;27.731;28.747;26.232
200901001;Almansa;25.733;24.629;24.370;23.713
200901002;Almansa;30.394;29.825;31.729;27.864
200902;Almansa;28.466;27.591;26.661;25.561
200902001;Almansa;29.619;28.308;28.155;27.517
200902002;Almansa;31.103;30.717;28.587;28.019
200902003;Almansa;26.958;26.075;25.240;23.747
200903;Almansa;33.297;32.059;30.769;29.721
200903001;Almansa;29.139;28.690;27.171;27.167
200903002;Almansa; ; ;27.318;26.868
200903003;Almansa;28.080;27.153;26.052;25.765
200903004;Almansa;35.587;33.774;32.141;30.849
200903005;Almansa;45.582;44.563;43.548;41.414
200903006;Almansa;29.617;27.919;27.846;26.800
200903007;Almansa;31.352;30.515;28.765;28.049
200903008;Almansa;35.451;33.736;32.151;30.963
200903009;Almansa;29.797;28.252;27.132;25.929
200904;Almansa;28.510;26.804;26.288;24.827
200904001;Almansa;24.568;23.736;22.908;21.331
200904002;Almansa;27.954;25.646;25.624;25.452
200904003;Almansa;27.190;25.808;24.229;23.602
200904004;Almansa;32.653;30.828;31.120;27.785
24004;Almanza;27.649;25.692;24.566;24.823
2400401;Almanza;27.649;25.692;24.566;24.823
2400401001;Almanza;27.649;25.692;24.566;24.823
10019;Almaraz;44.947;41.475;41.057;41.051
1001901;Almaraz;44.947;41.475;41.057;41.051
1001901001;Almaraz;44.947;41.475;41.057;41.051
49007;Almaraz;25.292;24.259;23.414;23.191
4900701;Almaraz;25.292;24.259;23.414;23.191
4900701001;Almaraz;25.292;24.259;23.414;23.191
16015;Almarcha,;22.866;21.455;21.567;20.049
1601501;Almarcha,;22.866;21.455;21.567;20.049
1601501001;Almarcha,;22.866;21.455;21.567;20.049
29010;Almargen;25.126;24.394;21.985;21.475
2901001;Almargen;25.126;24.394;21.985;21.475
2901001001;Almargen;26.084;25.127;22.779;21.750
2901001002;Almargen;23.410;23.073;20.556;20.978
42019;Almarza;36.304;35.161;36.441;35.024
4201901;Almarza;36.304;35.161;36.441;35.024
4201901001;Almarza;36.304;35.161;36.441;35.024
26012;Almarza;.;.;.;.
2601201;Almarza;.;.;.;.
2601201001;Almarza;.;.;.;.
46032;Almàssera;35.196;33.818;33.300;31.953
4603201;Almàssera;35.196;33.818;33.300;31.953
4603201001;Almàssera;38.234;37.258;38.346;36.517
4603201002;Almàssera;37.254;36.023;34.584;34.221
4603201003;Almàssera;37.509;35.103;34.490;32.667
4603201004;Almàssera;28.611;27.732;27.079;25.570
12009;Almassora;32.278;30.884;29.296;28.062
1200901;Almassora;34.347;32.586;31.362;30.086
1200901001;Almassora;38.880;37.161;36.311;34.507
1200901002;Almassora;36.542;34.271;33.096;31.588
1200901003;Almassora;35.297;33.667;31.982;30.657
1200901004;Almassora;29.237;27.640;26.471;25.726
1200902;Almassora;30.758;30.480;28.228;26.932
1200902001;Almassora;34.876;37.398;32.813;31.719
1200902002;Almassora;31.188;29.588;28.154;26.473
1200902003;Almassora;27.744;27.118;25.418;24.425
1200903;Almassora;31.616;29.764;28.305;27.132
1200903001;Almassora;28.558;26.072;25.020;23.984
1200903002;Almassora;26.146;25.174;23.442;22.480
1200903003;Almassora;34.111;31.489;29.977;28.926
1200903004;Almassora;36.881;35.361;33.680;32.091
25020;Almatret;30.912;30.421;29.933;31.473
2502001;Almatret;30.912;30.421;29.933;31.473
2502001001;Almatret;30.912;30.421;29.933;31.473
42020;Almazán;33.236;32.072;30.951;30.389
4202001;Almazán;33.236;32.072;30.951;30.389
4202001001;Almazán;37.181;35.794;33.816;32.791
4202001002;Almazán;33.049;32.768;32.008;31.624
4202001003;Almazán;30.316;28.373;27.531;27.182
42021;Almazul;.;.;.;.
4202101;Almazul;.;.;.;.
4202101001;Almazul;.;.;.;.
12010;Almedíjar;29.785;28.514;27.871;27.098
1201001;Almedíjar;29.785;28.514;27.871;27.098
1201001001;Almedíjar;29.785;28.514;27.871;27.098
13014;Almedina;20.684;20.193;19.296;18.710
1301401;Almedina;20.684;20.193;19.296;18.710
1301401001;Almedina;20.684;20.193;19.296;18.710
14004;Almedinilla;21.434;21.296;20.312;20.066
1400401;Almedinilla;22.990;22.464;21.752;21.523
1400401001;Almedinilla;22.990;22.464;21.752;21.523
1400402;Almedinilla;18.990;19.465;18.102;17.803
